player_id,match_id,obv_per_pass
3175.0,3925230,0.0011203109346153847
3175.0,3925237,0.00273930334
3175.0,3925250,0.0016450295884615383
3175.0,3925261,0.0017222702423076923
3175.0,3925271,0.00406592149
3175.0,3925282,0.005110145095833333
3175.0,3925290,0.0009384580714285716
3175.0,3925298,0.002894451846875
3175.0,3925311,0.002682566822222222
3175.0,3925319,0.0049469682
3175.0,3925326,0.0031876284857142857
3175.0,3925345,-0.00012160853200000002
3175.0,3925373,0.003975566156
3175.0,3925376,0.002168189551851852
3175.0,3925388,0.0029756310594594593
3175.0,3925402,0.005115500146153846
3175.0,3925409,0.00388005086
3175.0,3925417,0.0031367924799999996
3175.0,3925432,0.0019422634695652175
3175.0,3925439,0.001457716855
3175.0,3925489,0.0025823007675
3175.0,3925503,0.002219091130952381
3175.0,3925513,0.00309255336
3175.0,3925524,0.007305188478571429
3175.0,3925531,0.0024774987888888885
3175.0,3925540,0.002304680318181818
3175.0,3925552,0.001989704671875
3175.0,3925563,0.0053459943628571425
3175.0,3925573,0.012989434511111111
3175.0,3925577,0.00354196118
3175.0,3925591,0.003778677
3175.0,3925605,0.002495464302777778
3530.0,3925226,0.004215274761999999
3530.0,3925245,0.0015933878676923077
3530.0,3925255,0.004650988021428572
3530.0,3925264,0.001177421973529412
3530.0,3925273,0.004313491347560976
3530.0,3925277,0.001828556948
3530.0,3925356,0.0021704623272727273
3530.0,3925373,0.005751838061538462
3530.0,3925383,-0.005948547192
3530.0,3925398,-0.0028663165307692305
3743.0,3925486,-0.002326346
3743.0,3925503,-0.011454683183333333
3743.0,3925515,-0.011046754
3743.0,3925516,-0.019385235885714284
3743.0,3925537,-0.0046375904400000004
3743.0,3925554,-0.008503976628571427
5679.0,3925230,-0.0066531704925925925
5679.0,3925240,-0.007443162477777777
5679.0,3925253,-0.004076085803846154
5679.0,3925259,0.003243460066666667
5679.0,3925272,-0.0018315338964285718
5679.0,3925279,-0.00038824999696969697
5679.0,3925291,-0.0009871844125000002
5679.0,3925310,0.0011795324249999997
5679.0,3925316,0.010999500469565217
5679.0,3925334,0.0014191409777777775
5679.0,3925336,0.005700314009090909
5679.0,3925353,-0.000701063730769231
5679.0,3925359,0.005180388586046511
5679.0,3925370,-0.00991297945
5679.0,3925384,0.009059715979411765
5679.0,3925392,-0.002552333865
5679.0,3925405,0.00996176024642857
5679.0,3925410,0.0020745059666666668
5679.0,3925422,-0.0025409151842105265
5679.0,3925434,-0.00426480178
